year,mo,dy,flow_cfs
1972,2,21,55.14
1972,2,22,54.99
1972,2,23,55.08
1972,2,24,55.12
1972,2,25,54.8
1972,2,26,54.39
1972,2,27,53.97
1972,2,28,111.44
1972,2,29,243.09
1972,3,1,350.23
1972,3,2,424.21
1972,3,3,621.76
1972,3,4,1047.22
1972,3,5,1359
1972,3,6,1540.31
1972,3,7,1631.97
1972,3,8,1657.51
1972,3,9,1648.92
1972,3,10,1632.56
1972,3,11,1623.15
1972,3,12,1615.26
1972,3,13,1797.93
1972,3,14,2118.57
1972,3,15,2264.16
1972,3,16,2267.69
1972,3,17,2165.05
1972,3,18,2003.9
1972,3,19,1815.41
1972,3,20,1619.43
1972,3,21,1428.3
1972,3,22,1249.64
1972,3,23,1087.32
1972,3,24,942.42
1972,3,25,815.15
1972,3,26,704.72
1972,3,27,609.5
1972,3,28,527.85
1972,3,29,458.55
1972,3,30,399.69
1972,3,31,350.95
1972,4,1,311.17
1972,4,2,278.23
1972,4,3,250.94
1972,4,4,228.15
1972,4,5,209.37
1972,4,6,194.08
1972,4,7,181.22
1972,4,8,170.64
1972,4,9,161.93
1972,4,10,154.92
1972,4,11,149.2
1972,4,12,144.79
1972,4,13,141.05
1972,4,14,137.4
1972,4,15,134.24
1972,4,16,132.38
1972,4,17,130.68
1972,4,18,129.04
1972,4,19,126.97
1972,4,20,124.63
1972,4,21,122.27
1972,4,22,120.58
1972,4,23,119.02
1972,4,24,117.92
1972,4,25,117.22
1972,4,26,114.75
1972,4,27,111.64
1972,4,28,108.85
1972,4,29,107.85
1972,4,30,105.88
1972,5,1,104.82
1972,5,2,101.54
1972,5,3,98.62
1972,5,4,98.06
1972,5,5,95.9
1972,5,6,96.08
1972,5,7,97.22
1972,5,8,99.6
1972,5,9,104
1972,5,10,106.32
1972,5,11,106.87
1972,5,12,107.18
1972,5,13,105.47
1972,5,14,104.49
1972,5,15,102.99
1972,5,16,101.39
1972,5,17,102.04
1972,5,18,104.06
1972,5,19,104.93
1972,5,20,111.3
1972,5,21,140.97
1972,5,22,171.52
1972,5,23,187.01
1972,5,24,192.16
1972,5,25,190.49
1972,5,26,184.43
1972,5,27,174.24
1972,5,28,164.28
1972,5,29,152.66
1972,5,30,143.1
1972,5,31,132.41
1972,6,1,124.24
1972,6,2,114.14
1972,6,3,107.9
1972,6,4,98.57
1972,6,5,90.66
1972,6,6,87.14
1972,6,7,87.09
1972,6,8,88.73
1972,6,9,89.53
1972,6,10,91.64
1972,6,11,89.83
1972,6,12,86.15
1972,6,13,81.55
1972,6,14,79.67
1972,6,15,73.87
1972,6,16,68.74
1972,6,17,64.09
1972,6,18,59.71
1972,6,19,55.91
1972,6,20,52.58
1972,6,21,49.35
1972,6,22,47.04
1972,6,23,46.92
1972,6,24,47.23
1972,6,25,51.38
1972,6,26,53.77
1972,6,27,54.1
1972,6,28,52.59
1972,6,29,46.72
1972,6,30,41.55
1972,7,1,37.15
1972,7,2,34.16
1972,7,3,31.69
1972,7,4,34.48
1972,7,5,32.7
1972,7,6,31.5
1972,7,7,29.61
1972,7,8,29.44
1972,7,9,35.75
1972,7,10,34.76
1972,7,11,34.54
1972,7,12,33.55
1972,7,13,31.46
1972,7,14,30.66
1972,7,15,34.3
1972,7,16,31.63
1972,7,17,29.4
1972,7,18,33.08
1972,7,19,31.59
1972,7,20,36.93
1972,7,21,36.22
1972,7,22,33.57
1972,7,23,31.25
1972,7,24,30.75
1972,7,25,34.65
1972,7,26,33.2
1972,7,27,31.26
1972,7,28,28.68
1972,7,29,28
1972,7,30,28.75
1972,7,31,28.79
1972,8,1,28.81
1972,8,2,28.96
1972,8,3,32.7
1972,8,4,30.31
1972,8,5,28.93
1972,8,6,26.93
1972,8,7,25.83
1972,8,8,30.99
1972,8,9,36.11
1972,8,10,40.77
1972,8,11,41.24
1972,8,12,40.53
1972,8,13,45.61
1972,8,14,48.29
1972,8,15,50.71
1972,8,16,58.01
1972,8,17,57.24
1972,8,18,55.56
1972,8,19,54.25
1972,8,20,52.92
1972,8,21,50.25
1972,8,22,47.51
1972,8,23,45.57
1972,8,24,44.83
1972,8,25,43.84
1972,8,26,42.33
1972,8,27,41.48
1972,8,28,41.59
1972,8,29,45.39
1972,8,30,45.56
1972,8,31,45.43
1972,9,1,48.8
1972,9,2,49.67
1972,9,3,50.21
1972,9,4,54.62
1972,9,5,62.07
1972,9,6,66.37
1972,9,7,66.31
1972,9,8,66.81
1972,9,9,69.43
1972,9,10,72.77
1972,9,11,73.2
1972,9,12,75.33
1972,9,13,74.13
1972,9,14,71.1
1972,9,15,68.04
1972,9,16,68.68
1972,9,17,66.2
1972,9,18,64.64
1972,9,19,67.81
1972,9,20,65.99
1972,9,21,65.11
1972,9,22,64.94
1972,9,23,65.99
1972,9,24,67.67
1972,9,25,68.5
1972,9,26,73.8
1972,9,27,78.4
1972,9,28,84.77
1972,9,29,98.66
1972,9,30,106.6
1972,10,1,110.8
1972,10,2,112.54
1972,10,3,111.63
1972,10,4,109.82
1972,10,5,107.12
1972,10,6,104.37
1972,10,7,101.58
1972,10,8,100.31
1972,10,9,99.86
1972,10,10,100.95
1972,10,11,101.65
1972,10,12,102.14
1972,10,13,102.66
1972,10,14,103.07
1972,10,15,104.99
1972,10,16,108.82
1972,10,17,110.69
1972,10,18,111.23
1972,10,19,110.89
1972,10,20,109.95
1972,10,21,108.27
1972,10,22,106.78
1972,10,23,104.84
1972,10,24,102.91
1972,10,25,100.97
1972,10,26,100.04
1972,10,27,98.49
1972,10,28,97.5
1972,10,29,97.07
1972,10,30,95.84
1972,10,31,94.81
1972,11,1,94.69
1972,11,2,94.04
1972,11,3,94.08
1972,11,4,123.18
1972,11,5,198.35
1972,11,6,251.44
1972,11,7,281.49
1972,11,8,290.85
1972,11,9,293.12
1972,11,10,285.13
1972,11,11,271.4
1972,11,12,254.96
1972,11,13,238.32
1972,11,14,221.67
1972,11,15,205.83
1972,11,16,192.73
1972,11,17,185.69
1972,11,18,186.09
1972,11,19,182.11
1972,11,20,175.76
1972,11,21,168.3
1972,11,22,160.49
1972,11,23,152.82
1972,11,24,145.58
1972,11,25,138.85
1972,11,26,132.94
1972,11,27,127.81
1972,11,28,123.25
1972,11,29,119.13
1972,11,30,115.5
1972,12,1,112.47
1972,12,2,109.93
1972,12,3,107.91
1972,12,4,106.26
1972,12,5,104.96
1972,12,6,103.87
1972,12,7,102.86
1972,12,8,102.09
1972,12,9,101.47
1972,12,10,100.77
1972,12,11,100.13
1972,12,12,99.58
1972,12,13,99.02
1972,12,14,98.37
1972,12,15,97.59
1972,12,16,96.95
1972,12,17,96.71
1972,12,18,96.31
1972,12,19,114.26
1972,12,20,139.44
1972,12,21,179.57
1972,12,22,248.51
1972,12,23,313.47
1972,12,24,349.14
1972,12,25,360.69
1972,12,26,354.96
1972,12,27,339.19
1972,12,28,318.24
1972,12,29,295.03
1972,12,30,271.57
1972,12,31,249.1
1973,1,1,228.27
1973,1,2,209.44
1973,1,3,192.64
1973,1,4,177.96
1973,1,5,165.33
1973,1,6,154.45
1973,1,7,145.06
1973,1,8,137.21
1973,1,9,130.74
1973,1,10,125.13
1973,1,11,120.37
1973,1,12,116.22
1973,1,13,112.42
1973,1,14,109.13
1973,1,15,106.65
1973,1,16,114.77
1973,1,17,145.78
1973,1,18,174.05
1973,1,19,187.36
1973,1,20,203.11
1973,1,21,207.45
1973,1,22,204.75
